OrderID,CustID,ProdID,Quantity,Gender,Age,Region,Price,OrderAmount,AgeGroup,PriceCategory,OrderDate,OrderDW,OrderTime,Year,Season,OrderTimeGroup,RegionName
1399,10787,10,3,0,30,8,38700,116100,20s,High-Price,2020-08-30 22:05:00,Sunday,22:05:00,2020,Summer,PrimeTime,B-City
1400,10509,10,2,0,29,4,41100,82200,20s,High-Price,2020-08-03 22:18:00,Monday,22:18:00,2020,Summer,PrimeTime,K-State
1401,10079,10,8,0,38,6,39400,315200,30s,High-Price,2020-09-15 18:35:00,Tuesday,18:35:00,2020,Fall,DayTime,I-City
1402,10520,10,2,0,26,3,38400,76800,20s,High-Price,2020-09-12 22:39:00,Saturday,22:39:00,2020,Fall,PrimeTime,P-City
1403,10524,30,5,0,18,8,12300,61500,10s,Low-Price,2020-09-29 15:52:00,Tuesday,15:52:00,2020,Fall,DayTime,B-City
1404,10704,10,9,1,22,8,38400,345600,20s,High-Price,2020-09-29 21:46:00,Tuesday,21:46:00,2020,Fall,PrimeTime,B-City
1405,10715,10,4,0,27,6,39400,157600,20s,High-Price,2020-08-17 22:17:00,Monday,22:17:00,2020,Summer,PrimeTime,I-City
1406,10954,20,4,1,24,6,31700,126800,20s,Medium-Price,2020-08-01 20:57:00,Saturday,20:57:00,2020,Summer,PrimeTime,I-City
1407,10315,10,3,0,29,4,38700,116100,20s,High-Price,2020-09-06 23:24:00,Sunday,23:24:00,2020,Fall,PrimeTime,K-State
1408,10551,10,2,0,26,5,38700,77400,20s,High-Price,2020-09-26 22:55:00,Saturday,22:55:00,2020,Fall,PrimeTime,S-City
1409,10170,20,2,1,44,7,22900,45800,40s,Medium-Price,2020-07-20 22:51:00,Monday,22:51:00,2020,Summer,PrimeTime,T-City
1410,10983,10,1,0,20,5,41900,41900,10s,High-Price,2020-07-14 20:21:00,Tuesday,20:21:00,2020,Summer,PrimeTime,S-City
1411,10961,10,2,0,33,6,39400,78800,30s,High-Price,2020-08-23 15:01:00,Sunday,15:01:00,2020,Summer,DayTime,I-City
1412,10035,10,4,0,29,2,42300,169200,20s,High-Price,2020-07-11 22:45:00,Saturday,22:45:00,2020,Summer,PrimeTime,H-City
1413,10210,10,5,0,28,4,42200,211000,20s,High-Price,2020-09-11 22:24:00,Friday,22:24:00,2020,Fall,PrimeTime,K-State
1414,10427,10,1,0,30,1,38200,38200,20s,High-Price,2020-09-29 23:16:00,Tuesday,23:16:00,2020,Fall,PrimeTime,Y-City
1415,10949,10,6,0,32,5,38700,232200,30s,High-Price,2020-08-04 20:44:00,Tuesday,20:44:00,2020,Summer,PrimeTime,S-City
1416,10071,10,5,0,26,4,43600,218000,20s,High-Price,2020-07-27 19:40:00,Monday,19:40:00,2020,Summer,PrimeTime,K-State
1417,10132,10,8,0,26,7,40800,326400,20s,High-Price,2020-09-09 21:35:00,Wednesday,21:35:00,2020,Fall,PrimeTime,T-City
1418,10937,10,7,0,34,6,40800,285600,30s,High-Price,2020-08-17 23:29:00,Monday,23:29:00,2020,Summer,PrimeTime,I-City
1419,10892,20,6,1,27,9,31700,190200,20s,Medium-Price,2020-08-25 21:53:00,Tuesday,21:53:00,2020,Summer,PrimeTime,D-City
1420,10092,10,2,0,25,6,40000,80000,20s,High-Price,2020-07-27 21:54:00,Monday,21:54:00,2020,Summer,PrimeTime,I-City
1421,10973,10,3,0,29,5,41900,125700,20s,High-Price,2020-09-15 23:42:00,Tuesday,23:42:00,2020,Fall,PrimeTime,S-City
1422,10680,20,4,1,24,5,22800,91200,20s,Medium-Price,2020-07-04 23:38:00,Saturday,23:38:00,2020,Summer,PrimeTime,S-City
1423,10214,10,2,0,25,5,40100,80200,20s,High-Price,2020-09-05 21:02:00,Saturday,21:02:00,2020,Fall,PrimeTime,S-City
1424,10794,10,1,0,24,7,40300,40300,20s,High-Price,2020-08-17 22:12:00,Monday,22:12:00,2020,Summer,PrimeTime,T-City
1425,10769,10,3,0,24,5,42600,127800,20s,High-Price,2020-09-05 15:17:00,Saturday,15:17:00,2020,Fall,DayTime,S-City
1426,10108,20,6,1,22,6,26500,159000,20s,Medium-Price,2020-09-13 22:48:00,Sunday,22:48:00,2020,Fall,PrimeTime,I-City
1427,10931,10,5,0,24,6,39400,197000,20s,High-Price,2020-07-09 22:44:00,Thursday,22:44:00,2020,Summer,PrimeTime,I-City
1428,10382,10,8,0,32,10,38200,305600,30s,High-Price,2020-08-21 23:23:00,Friday,23:23:00,2020,Summer,PrimeTime,G-City
1429,10962,10,3,0,28,6,41200,123600,20s,High-Price,2020-09-14 21:50:00,Monday,21:50:00,2020,Fall,PrimeTime,I-City
1430,10881,20,6,1,29,6,22800,136800,20s,Medium-Price,2020-07-14 03:10:00,Tuesday,03:10:00,2020,Summer,DayBreak,I-City
1431,10556,10,6,0,25,8,40000,240000,20s,High-Price,2020-08-30 23:38:00,Sunday,23:38:00,2020,Summer,PrimeTime,B-City
1432,10678,10,3,0,38,9,37500,112500,30s,High-Price,2020-07-23 18:21:00,Thursday,18:21:00,2020,Summer,DayTime,D-City
1433,10108,20,8,1,22,6,29300,234400,20s,Medium-Price,2020-07-21 21:41:00,Tuesday,21:41:00,2020,Summer,PrimeTime,I-City
1434,10474,10,5,0,21,6,40000,200000,20s,High-Price,2020-09-17 22:19:00,Thursday,22:19:00,2020,Fall,PrimeTime,I-City
1435,10984,10,2,1,18,6,41300,82600,10s,High-Price,2020-08-17 21:56:00,Monday,21:56:00,2020,Summer,PrimeTime,I-City
1436,10811,10,3,0,24,5,38700,116100,20s,High-Price,2020-07-11 14:47:00,Saturday,14:47:00,2020,Summer,DayTime,S-City
1437,10500,20,8,1,30,6,29300,234400,20s,Medium-Price,2020-07-03 13:12:00,Friday,13:12:00,2020,Summer,DayTime,I-City
1438,10709,10,10,0,29,5,41600,416000,20s,High-Price,2020-08-10 22:34:00,Monday,22:34:00,2020,Summer,PrimeTime,S-City
1439,10693,10,9,1,40,7,42200,379800,30s,High-Price,2020-09-23 23:03:00,Wednesday,23:03:00,2020,Fall,PrimeTime,T-City
1440,10456,10,2,0,33,6,39400,78800,30s,High-Price,2020-09-02 20:02:00,Wednesday,20:02:00,2020,Fall,PrimeTime,I-City
1441,10094,20,4,1,40,5,22800,91200,30s,Medium-Price,2020-08-19 14:15:00,Wednesday,14:15:00,2020,Summer,DayTime,S-City
1442,10002,10,3,0,32,5,39400,118200,30s,High-Price,2020-09-15 20:18:00,Tuesday,20:18:00,2020,Fall,PrimeTime,S-City
1443,10024,10,7,1,17,4,41000,287000,10s,High-Price,2020-07-28 23:01:00,Tuesday,23:01:00,2020,Summer,PrimeTime,K-State
1444,10216,20,2,1,41,4,26500,53000,40s,Medium-Price,2020-07-15 20:01:00,Wednesday,20:01:00,2020,Summer,PrimeTime,K-State
1445,10345,10,1,0,23,4,36200,36200,20s,High-Price,2020-07-06 22:50:00,Monday,22:50:00,2020,Summer,PrimeTime,K-State
1446,10346,10,4,0,35,5,43100,172400,30s,High-Price,2020-09-09 13:25:00,Wednesday,13:25:00,2020,Fall,DayTime,S-City
1447,10326,10,4,0,22,5,37500,150000,20s,High-Price,2020-09-29 14:23:00,Tuesday,14:23:00,2020,Fall,DayTime,S-City
1448,10919,10,4,0,22,5,41000,164000,20s,High-Price,2020-07-29 16:43:00,Wednesday,16:43:00,2020,Summer,DayTime,S-City
1449,10081,10,6,0,30,5,41600,249600,20s,High-Price,2020-07-25 20:57:00,Saturday,20:57:00,2020,Summer,PrimeTime,S-City
1450,10352,30,6,0,19,6,10900,65400,10s,Low-Price,2020-09-27 22:33:00,Sunday,22:33:00,2020,Fall,PrimeTime,I-City
1451,10241,10,10,0,39,8,40300,403000,30s,High-Price,2020-07-26 15:00:00,Sunday,15:00:00,2020,Summer,DayTime,B-City
1452,10705,10,2,1,32,8,41300,82600,30s,High-Price,2020-09-30 19:16:00,Wednesday,19:16:00,2020,Fall,PrimeTime,B-City
1453,10499,10,9,0,25,5,42200,379800,20s,High-Price,2020-08-23 22:53:00,Sunday,22:53:00,2020,Summer,PrimeTime,S-City
1454,10964,10,2,0,27,5,37100,74200,20s,High-Price,2020-09-21 22:52:00,Monday,22:52:00,2020,Fall,PrimeTime,S-City
1455,10354,10,1,0,20,6,40300,40300,10s,High-Price,2020-08-29 17:25:00,Saturday,17:25:00,2020,Summer,DayTime,I-City
1456,10800,20,5,1,32,5,31700,158500,30s,Medium-Price,2020-07-21 21:55:00,Tuesday,21:55:00,2020,Summer,PrimeTime,S-City
1457,10455,10,1,0,28,5,40000,40000,20s,High-Price,2020-07-12 20:17:00,Sunday,20:17:00,2020,Summer,PrimeTime,S-City
1458,10053,20,6,1,21,6,22900,137400,20s,Medium-Price,2020-09-02 15:25:00,Wednesday,15:25:00,2020,Fall,DayTime,I-City
1459,10577,10,10,1,32,1,38400,384000,30s,High-Price,2020-09-26 07:22:00,Saturday,07:22:00,2020,Fall,DayBreak,Y-City
1460,10777,10,3,0,29,8,38700,116100,20s,High-Price,2020-08-23 20:01:00,Sunday,20:01:00,2020,Summer,PrimeTime,B-City
1461,10793,10,3,0,21,6,43100,129300,20s,High-Price,2020-08-31 17:49:00,Monday,17:49:00,2020,Summer,DayTime,I-City
1462,10071,10,9,0,26,4,40200,361800,20s,High-Price,2020-07-27 08:28:00,Monday,08:28:00,2020,Summer,DayTime,K-State
1463,10332,10,10,0,20,5,40200,402000,10s,High-Price,2020-07-29 22:02:00,Wednesday,22:02:00,2020,Summer,PrimeTime,S-City
1464,10965,10,5,0,40,3,39400,197000,30s,High-Price,2020-09-28 23:10:00,Monday,23:10:00,2020,Fall,PrimeTime,P-City
1465,10831,10,8,0,27,7,43100,344800,20s,High-Price,2020-07-13 22:22:00,Monday,22:22:00,2020,Summer,PrimeTime,T-City
1466,10246,10,6,1,31,5,42200,253200,30s,High-Price,2020-09-20 22:25:00,Sunday,22:25:00,2020,Fall,PrimeTime,S-City
1467,10102,20,5,1,27,3,31700,158500,20s,Medium-Price,2020-08-08 23:00:00,Saturday,23:00:00,2020,Summer,PrimeTime,P-City
1468,10840,10,10,0,29,4,40800,408000,20s,High-Price,2020-08-10 13:07:00,Monday,13:07:00,2020,Summer,DayTime,K-State
1469,10504,10,10,0,21,5,40000,400000,20s,High-Price,2020-07-09 21:15:00,Thursday,21:15:00,2020,Summer,PrimeTime,S-City
1470,10538,10,3,0,24,6,39400,118200,20s,High-Price,2020-07-15 22:10:00,Wednesday,22:10:00,2020,Summer,PrimeTime,I-City
1471,10436,20,5,1,30,6,29300,146500,20s,Medium-Price,2020-07-22 21:37:00,Wednesday,21:37:00,2020,Summer,PrimeTime,I-City
1472,10811,10,7,0,24,5,41000,287000,20s,High-Price,2020-08-13 20:47:00,Thursday,20:47:00,2020,Summer,PrimeTime,S-City
1473,10646,10,7,0,27,6,40300,282100,20s,High-Price,2020-09-13 21:45:00,Sunday,21:45:00,2020,Fall,PrimeTime,I-City
1474,10934,10,1,0,26,5,38000,38000,20s,High-Price,2020-09-30 16:18:00,Wednesday,16:18:00,2020,Fall,DayTime,S-City
1475,10901,10,8,0,29,6,40100,320800,20s,High-Price,2020-08-10 14:24:00,Monday,14:24:00,2020,Summer,DayTime,I-City
1476,10765,10,4,0,33,6,40000,160000,30s,High-Price,2020-09-01 21:11:00,Tuesday,21:11:00,2020,Fall,PrimeTime,I-City
1477,10768,10,6,0,31,6,38700,232200,30s,High-Price,2020-08-07 20:35:00,Friday,20:35:00,2020,Summer,PrimeTime,I-City
1478,10959,10,3,1,34,5,38400,115200,30s,High-Price,2020-07-14 20:31:00,Tuesday,20:31:00,2020,Summer,PrimeTime,S-City
1479,10811,10,10,0,24,5,38700,387000,20s,High-Price,2020-09-02 22:20:00,Wednesday,22:20:00,2020,Fall,PrimeTime,S-City
1480,10013,10,4,0,22,6,43600,174400,20s,High-Price,2020-08-13 20:43:00,Thursday,20:43:00,2020,Summer,PrimeTime,I-City
1481,10785,10,8,0,27,1,39400,315200,20s,High-Price,2020-08-08 20:51:00,Saturday,20:51:00,2020,Summer,PrimeTime,Y-City
1482,10186,10,7,0,42,7,41300,289100,40s,High-Price,2020-07-27 15:53:00,Monday,15:53:00,2020,Summer,DayTime,T-City
1483,10582,10,5,0,24,5,39400,197000,20s,High-Price,2020-07-24 19:02:00,Friday,19:02:00,2020,Summer,PrimeTime,S-City
1484,10014,10,3,0,31,7,41300,123900,30s,High-Price,2020-09-02 21:15:00,Wednesday,21:15:00,2020,Fall,PrimeTime,T-City
1485,10780,10,7,0,24,5,42300,296100,20s,High-Price,2020-08-03 22:51:00,Monday,22:51:00,2020,Summer,PrimeTime,S-City
1486,10983,10,3,0,20,5,42600,127800,10s,High-Price,2020-08-12 22:24:00,Wednesday,22:24:00,2020,Summer,PrimeTime,S-City
1487,10363,10,4,0,23,5,41600,166400,20s,High-Price,2020-09-02 23:53:00,Wednesday,23:53:00,2020,Fall,PrimeTime,S-City
1488,10296,10,3,0,31,5,38400,115200,30s,High-Price,2020-08-10 21:29:00,Monday,21:29:00,2020,Summer,PrimeTime,S-City
1489,10257,10,10,0,25,6,41200,412000,20s,High-Price,2020-07-03 13:18:00,Friday,13:18:00,2020,Summer,DayTime,I-City
1490,10409,10,6,0,48,5,40100,240600,40s,High-Price,2020-09-12 21:45:00,Saturday,21:45:00,2020,Fall,PrimeTime,S-City
1491,10881,20,6,1,29,6,29300,175800,20s,Medium-Price,2020-09-21 20:01:00,Monday,20:01:00,2020,Fall,PrimeTime,I-City
1492,10668,20,8,1,33,5,26500,212000,30s,Medium-Price,2020-07-28 21:10:00,Tuesday,21:10:00,2020,Summer,PrimeTime,S-City
1493,10888,10,6,0,32,7,40800,244800,30s,High-Price,2020-07-30 21:37:00,Thursday,21:37:00,2020,Summer,PrimeTime,T-City
1494,10671,10,7,0,26,6,40800,285600,20s,High-Price,2020-07-20 20:12:00,Monday,20:12:00,2020,Summer,PrimeTime,I-City
1495,10217,10,10,0,23,5,41100,411000,20s,High-Price,2020-07-29 22:06:00,Wednesday,22:06:00,2020,Summer,PrimeTime,S-City
1496,10989,10,10,0,30,4,38700,387000,20s,High-Price,2020-07-06 21:43:00,Monday,21:43:00,2020,Summer,PrimeTime,K-State
1497,10409,10,1,0,48,5,42600,42600,40s,High-Price,2020-08-03 14:25:00,Monday,14:25:00,2020,Summer,DayTime,S-City
1498,10768,10,3,0,31,6,41600,124800,30s,High-Price,2020-09-14 20:49:00,Monday,20:49:00,2020,Fall,PrimeTime,I-City
1499,10895,10,6,0,30,1,38700,232200,20s,High-Price,2020-08-18 20:14:00,Tuesday,20:14:00,2020,Summer,PrimeTime,Y-City
1500,10095,10,3,0,26,2,38700,116100,20s,High-Price,2020-07-28 21:11:00,Tuesday,21:11:00,2020,Summer,PrimeTime,H-City
1501,10634,10,8,0,28,5,40800,326400,20s,High-Price,2020-09-01 22:24:00,Tuesday,22:24:00,2020,Fall,PrimeTime,S-City
1502,10949,10,4,0,32,5,39400,157600,30s,High-Price,2020-09-07 23:10:00,Monday,23:10:00,2020,Fall,PrimeTime,S-City
1503,10367,10,3,0,36,2,42200,126600,30s,High-Price,2020-07-26 22:37:00,Sunday,22:37:00,2020,Summer,PrimeTime,H-City
1504,10673,10,4,0,32,5,38400,153600,30s,High-Price,2020-07-03 20:41:00,Friday,20:41:00,2020,Summer,PrimeTime,S-City
1505,10959,10,3,1,34,5,36000,108000,30s,High-Price,2020-07-27 23:46:00,Monday,23:46:00,2020,Summer,PrimeTime,S-City
1506,10830,10,1,0,20,4,41600,41600,10s,High-Price,2020-08-05 22:30:00,Wednesday,22:30:00,2020,Summer,PrimeTime,K-State
1507,10495,10,1,0,29,5,41200,41200,20s,High-Price,2020-09-10 23:26:00,Thursday,23:26:00,2020,Fall,PrimeTime,S-City
1508,10996,20,7,1,24,2,29300,205100,20s,Medium-Price,2020-08-04 13:59:00,Tuesday,13:59:00,2020,Summer,DayTime,H-City
1509,10087,10,7,0,36,6,36800,257600,30s,High-Price,2020-09-01 20:33:00,Tuesday,20:33:00,2020,Fall,PrimeTime,I-City
1510,10816,10,2,1,34,6,43600,87200,30s,High-Price,2020-09-12 20:29:00,Saturday,20:29:00,2020,Fall,PrimeTime,I-City
1511,10649,10,5,0,23,5,40300,201500,20s,High-Price,2020-07-19 23:41:00,Sunday,23:41:00,2020,Summer,PrimeTime,S-City
1512,10516,10,2,0,30,5,38000,76000,20s,High-Price,2020-07-15 20:49:00,Wednesday,20:49:00,2020,Summer,PrimeTime,S-City
1513,10613,20,8,1,30,5,22900,183200,20s,Medium-Price,2020-08-08 19:09:00,Saturday,19:09:00,2020,Summer,PrimeTime,S-City
1514,10693,20,8,1,40,7,31700,253600,30s,Medium-Price,2020-08-26 23:57:00,Wednesday,23:57:00,2020,Summer,PrimeTime,T-City
1515,10207,20,5,1,21,1,28100,140500,20s,Medium-Price,2020-08-09 22:30:00,Sunday,22:30:00,2020,Summer,PrimeTime,Y-City
1516,10829,10,5,0,30,10,41900,209500,20s,High-Price,2020-08-20 20:44:00,Thursday,20:44:00,2020,Summer,PrimeTime,G-City
1517,10741,10,2,0,31,7,41100,82200,30s,High-Price,2020-09-14 22:05:00,Monday,22:05:00,2020,Fall,PrimeTime,T-City
1518,10828,10,6,0,26,3,42200,253200,20s,High-Price,2020-09-29 13:45:00,Tuesday,13:45:00,2020,Fall,DayTime,P-City
1519,10466,10,9,0,22,5,40800,367200,20s,High-Price,2020-09-14 23:44:00,Monday,23:44:00,2020,Fall,PrimeTime,S-City
1520,10956,10,4,0,24,4,41200,164800,20s,High-Price,2020-09-26 21:28:00,Saturday,21:28:00,2020,Fall,PrimeTime,K-State
1521,10980,20,9,1,19,6,23500,211500,10s,Medium-Price,2020-09-25 20:40:00,Friday,20:40:00,2020,Fall,PrimeTime,I-City
1522,10345,10,2,0,23,4,41000,82000,20s,High-Price,2020-07-20 01:42:00,Monday,01:42:00,2020,Summer,DayBreak,K-State
1523,10089,10,4,0,33,6,40800,163200,30s,High-Price,2020-08-23 21:16:00,Sunday,21:16:00,2020,Summer,PrimeTime,I-City
1524,10100,10,10,0,23,6,40800,408000,20s,High-Price,2020-09-26 21:07:00,Saturday,21:07:00,2020,Fall,PrimeTime,I-City
1525,10243,10,3,0,30,6,41600,124800,20s,High-Price,2020-08-10 21:22:00,Monday,21:22:00,2020,Summer,PrimeTime,I-City
1526,10834,10,7,0,21,9,38200,267400,20s,High-Price,2020-08-04 22:21:00,Tuesday,22:21:00,2020,Summer,PrimeTime,D-City
1527,10205,10,6,0,51,4,40300,241800,50s,High-Price,2020-09-08 17:44:00,Tuesday,17:44:00,2020,Fall,DayTime,K-State
1528,10341,10,2,0,29,5,38700,77400,20s,High-Price,2020-09-12 20:41:00,Saturday,20:41:00,2020,Fall,PrimeTime,S-City
1529,10008,10,3,0,39,7,38700,116100,30s,High-Price,2020-09-13 17:55:00,Sunday,17:55:00,2020,Fall,DayTime,T-City
1530,10087,10,2,0,36,6,40800,81600,30s,High-Price,2020-08-05 21:09:00,Wednesday,21:09:00,2020,Summer,PrimeTime,I-City
1531,10813,10,5,0,20,6,41300,206500,10s,High-Price,2020-07-14 22:37:00,Tuesday,22:37:00,2020,Summer,PrimeTime,I-City
1532,10761,30,6,0,18,6,17300,103800,10s,Low-Price,2020-07-31 23:11:00,Friday,23:11:00,2020,Summer,PrimeTime,I-City
1533,10208,10,7,0,31,6,40000,280000,30s,High-Price,2020-07-13 21:28:00,Monday,21:28:00,2020,Summer,PrimeTime,I-City
1534,10033,10,6,0,25,3,40800,244800,20s,High-Price,2020-08-04 22:37:00,Tuesday,22:37:00,2020,Summer,PrimeTime,P-City
1535,10034,20,4,1,17,5,26400,105600,10s,Medium-Price,2020-07-10 22:09:00,Friday,22:09:00,2020,Summer,PrimeTime,S-City
1536,10334,10,6,0,29,7,43600,261600,20s,High-Price,2020-08-31 21:07:00,Monday,21:07:00,2020,Summer,PrimeTime,T-City
1537,10642,10,3,0,22,6,39400,118200,20s,High-Price,2020-09-08 23:32:00,Tuesday,23:32:00,2020,Fall,PrimeTime,I-City
1538,10516,10,8,0,30,5,40000,320000,20s,High-Price,2020-09-12 20:11:00,Saturday,20:11:00,2020,Fall,PrimeTime,S-City
1539,10424,30,7,0,16,2,6300,44100,10s,Low-Price,2020-09-22 21:52:00,Tuesday,21:52:00,2020,Fall,PrimeTime,H-City
1540,10249,10,5,0,38,6,37500,187500,30s,High-Price,2020-08-17 20:39:00,Monday,20:39:00,2020,Summer,PrimeTime,I-City
1541,10447,10,10,0,32,5,41300,413000,30s,High-Price,2020-07-04 14:12:00,Saturday,14:12:00,2020,Summer,DayTime,S-City
1542,10063,10,3,0,42,4,40300,120900,40s,High-Price,2020-09-28 17:12:00,Monday,17:12:00,2020,Fall,DayTime,K-State
1543,10613,20,2,1,30,5,24700,49400,20s,Medium-Price,2020-07-16 23:02:00,Thursday,23:02:00,2020,Summer,PrimeTime,S-City
1544,10999,10,2,0,22,8,39400,78800,20s,High-Price,2020-07-31 14:21:00,Friday,14:21:00,2020,Summer,DayTime,B-City
1545,10284,10,1,0,26,6,42600,42600,20s,High-Price,2020-09-28 21:25:00,Monday,21:25:00,2020,Fall,PrimeTime,I-City
1546,10955,10,4,0,31,5,41100,164400,30s,High-Price,2020-09-27 22:59:00,Sunday,22:59:00,2020,Fall,PrimeTime,S-City
1547,10611,10,6,1,22,7,41300,247800,20s,High-Price,2020-08-06 21:01:00,Thursday,21:01:00,2020,Summer,PrimeTime,T-City
1548,10366,10,3,0,26,7,37100,111300,20s,High-Price,2020-08-20 21:40:00,Thursday,21:40:00,2020,Summer,PrimeTime,T-City
1549,10231,10,10,0,44,4,40000,400000,40s,High-Price,2020-08-18 21:12:00,Tuesday,21:12:00,2020,Summer,PrimeTime,K-State
1550,10432,10,5,0,31,4,41900,209500,30s,High-Price,2020-09-13 14:46:00,Sunday,14:46:00,2020,Fall,DayTime,K-State
1551,10922,10,1,0,20,5,40800,40800,10s,High-Price,2020-08-21 14:51:00,Friday,14:51:00,2020,Summer,DayTime,S-City
1552,10337,20,5,1,35,8,30200,151000,30s,Medium-Price,2020-07-31 22:22:00,Friday,22:22:00,2020,Summer,PrimeTime,B-City
1553,10241,10,5,0,39,8,40000,200000,30s,High-Price,2020-07-27 17:13:00,Monday,17:13:00,2020,Summer,DayTime,B-City
1554,10115,10,7,0,24,6,38400,268800,20s,High-Price,2020-09-05 08:25:00,Saturday,08:25:00,2020,Fall,DayTime,I-City
1555,10512,10,7,0,23,5,37200,260400,20s,High-Price,2020-09-17 22:41:00,Thursday,22:41:00,2020,Fall,PrimeTime,S-City
1556,10202,30,8,0,17,4,17300,138400,10s,Low-Price,2020-07-07 22:49:00,Tuesday,22:49:00,2020,Summer,PrimeTime,K-State
1557,10666,10,3,0,38,3,40800,122400,30s,High-Price,2020-08-06 22:13:00,Thursday,22:13:00,2020,Summer,PrimeTime,P-City
1558,10449,10,10,0,51,6,40300,403000,50s,High-Price,2020-09-24 19:22:00,Thursday,19:22:00,2020,Fall,PrimeTime,I-City
1559,10784,10,6,0,29,4,38000,228000,20s,High-Price,2020-09-21 23:55:00,Monday,23:55:00,2020,Fall,PrimeTime,K-State
1560,10502,10,7,0,29,8,38700,270900,20s,High-Price,2020-08-07 20:56:00,Friday,20:56:00,2020,Summer,PrimeTime,B-City
1561,10081,10,6,0,30,5,42300,253800,20s,High-Price,2020-07-24 22:20:00,Friday,22:20:00,2020,Summer,PrimeTime,S-City
1562,10747,20,1,1,23,6,23500,23500,20s,Medium-Price,2020-09-28 22:47:00,Monday,22:47:00,2020,Fall,PrimeTime,I-City
1563,10510,10,2,0,23,4,41300,82600,20s,High-Price,2020-07-01 20:07:00,Wednesday,20:07:00,2020,Summer,PrimeTime,K-State
1564,10613,20,6,1,30,5,18100,108600,20s,Medium-Price,2020-07-07 21:06:00,Tuesday,21:06:00,2020,Summer,PrimeTime,S-City
1565,10008,10,9,0,39,7,44500,400500,30s,High-Price,2020-07-30 20:11:00,Thursday,20:11:00,2020,Summer,PrimeTime,T-City
1566,10408,10,9,0,31,1,41000,369000,30s,High-Price,2020-08-12 23:49:00,Wednesday,23:49:00,2020,Summer,PrimeTime,Y-City
1567,10242,20,8,1,27,5,29500,236000,20s,Medium-Price,2020-09-25 23:57:00,Friday,23:57:00,2020,Fall,PrimeTime,S-City
1568,10297,10,1,0,22,4,39400,39400,20s,High-Price,2020-08-18 23:30:00,Tuesday,23:30:00,2020,Summer,PrimeTime,K-State
1569,10551,10,3,0,26,5,40300,120900,20s,High-Price,2020-07-14 23:24:00,Tuesday,23:24:00,2020,Summer,PrimeTime,S-City
1570,10878,10,3,0,30,6,39400,118200,20s,High-Price,2020-09-10 20:12:00,Thursday,20:12:00,2020,Fall,PrimeTime,I-City
1571,10550,20,4,1,25,5,24700,98800,20s,Medium-Price,2020-09-25 22:07:00,Friday,22:07:00,2020,Fall,PrimeTime,S-City
1572,10626,10,7,0,32,5,40800,285600,30s,High-Price,2020-09-03 20:58:00,Thursday,20:58:00,2020,Fall,PrimeTime,S-City
1573,10614,10,10,0,34,5,41900,419000,30s,High-Price,2020-09-21 15:10:00,Monday,15:10:00,2020,Fall,DayTime,S-City
1574,10453,10,4,0,25,6,40800,163200,20s,High-Price,2020-09-18 01:27:00,Friday,01:27:00,2020,Fall,DayBreak,I-City
1575,10227,10,1,0,22,4,38700,38700,20s,High-Price,2020-08-12 13:11:00,Wednesday,13:11:00,2020,Summer,DayTime,K-State
1576,10855,10,2,0,22,6,40000,80000,20s,High-Price,2020-08-04 22:46:00,Tuesday,22:46:00,2020,Summer,PrimeTime,I-City
1577,10957,10,3,0,33,4,39400,118200,30s,High-Price,2020-07-24 21:43:00,Friday,21:43:00,2020,Summer,PrimeTime,K-State
1578,10251,10,8,0,34,7,40000,320000,30s,High-Price,2020-08-06 22:29:00,Thursday,22:29:00,2020,Summer,PrimeTime,T-City
1579,10306,20,3,1,25,6,26500,79500,20s,Medium-Price,2020-08-11 04:35:00,Tuesday,04:35:00,2020,Summer,DayBreak,I-City
1580,10543,10,2,0,39,3,40300,80600,30s,High-Price,2020-07-15 20:38:00,Wednesday,20:38:00,2020,Summer,PrimeTime,P-City
1581,10764,20,2,1,21,4,30200,60400,20s,Medium-Price,2020-09-21 22:11:00,Monday,22:11:00,2020,Fall,PrimeTime,K-State
1582,10738,10,1,0,26,7,42200,42200,20s,High-Price,2020-08-19 20:33:00,Wednesday,20:33:00,2020,Summer,PrimeTime,T-City
1583,10476,10,7,0,25,6,41900,293300,20s,High-Price,2020-07-26 20:08:00,Sunday,20:08:00,2020,Summer,PrimeTime,I-City
1584,10328,20,2,1,27,6,23300,46600,20s,Medium-Price,2020-07-09 22:49:00,Thursday,22:49:00,2020,Summer,PrimeTime,I-City
1585,10718,10,4,0,21,4,41000,164000,20s,High-Price,2020-09-28 21:52:00,Monday,21:52:00,2020,Fall,PrimeTime,K-State
1586,10730,10,3,0,31,6,39400,118200,30s,High-Price,2020-09-30 11:01:00,Wednesday,11:01:00,2020,Fall,DayTime,I-City
1587,10422,20,10,1,38,5,29500,295000,30s,Medium-Price,2020-08-24 21:47:00,Monday,21:47:00,2020,Summer,PrimeTime,S-City
1588,10928,10,4,0,23,3,37400,149600,20s,High-Price,2020-08-10 20:21:00,Monday,20:21:00,2020,Summer,PrimeTime,P-City
1589,10741,10,1,0,31,7,41000,41000,30s,High-Price,2020-08-17 22:25:00,Monday,22:25:00,2020,Summer,PrimeTime,T-City
1590,10251,10,8,0,34,7,38200,305600,30s,High-Price,2020-07-21 23:18:00,Tuesday,23:18:00,2020,Summer,PrimeTime,T-City
1591,10946,30,6,0,11,6,12300,73800,10s,Low-Price,2020-08-20 21:16:00,Thursday,21:16:00,2020,Summer,PrimeTime,I-City
