OrderID,CustID,ProdID,Quantity,Gender,Age,Region,Price,OrderAmount,AgeGroup,PriceCategory,OrderDate,OrderDW,OrderTime,Year,Season,OrderTimeGroup
497,10644,360,5,0,11,5,5100,25500,10s,Low-Price,2020-06-09 21:02:44,Sunday,21:02:44,2020,Summer,PrimeTime
498,10199,127,5,0,46,8,41000,205000,40s,High-Price,2020-05-24 23:46:22,Tuesday,23:46:22,2020,Spring,PrimeTime
499,10067,260,2,1,23,2,29300,58600,20s,Medium-Price,2020-04-07 17:34:44,Wednesday,17:34:44,2020,Spring,DayTime
500,10998,160,12,0,25,5,39400,472800,20s,High-Price,2020-05-01 21:00:00,Sunday,21:00:00,2020,Spring,PrimeTime
501,10665,118,32,0,32,6,41600,1331200,30s,High-Price,2020-05-16 23:56:12,Monday,23:56:12,2020,Spring,PrimeTime
502,10696,179,1,0,17,5,41300,41300,10s,High-Price,2020-06-04 20:14:03,Monday,20:14:03,2020,Summer,PrimeTime
503,10444,218,21,1,25,7,24700,518700,20s,Medium-Price,2020-05-17 19:28:20,Monday,19:28:20,2020,Spring,PrimeTime
504,10676,179,1,0,19,5,41300,41300,10s,High-Price,2020-05-10 20:46:22,Sunday,20:46:22,2020,Spring,PrimeTime
505,10260,160,5,0,27,10,39400,197000,20s,High-Price,2020-06-30 19:57:22,Sunday,19:57:22,2020,Summer,PrimeTime
506,10584,100,4,0,27,6,37200,148800,20s,High-Price,2020-06-28 23:36:02,Sunday,23:36:02,2020,Summer,PrimeTime
507,10924,108,10,0,33,6,40100,401000,30s,High-Price,2020-06-09 23:19:11,Saturday,23:19:11,2020,Summer,PrimeTime
508,10835,179,11,0,34,3,41300,454300,30s,High-Price,2020-05-21 23:57:10,Wednesday,23:57:10,2020,Spring,PrimeTime
509,10511,270,14,1,36,5,30200,422800,30s,Medium-Price,2020-06-22 20:03:02,Saturday,20:03:02,2020,Summer,PrimeTime
510,10369,152,6,0,25,5,38700,232200,20s,High-Price,2020-04-15 20:39:17,Saturday,20:39:17,2020,Spring,PrimeTime
511,10584,160,12,0,27,6,39400,472800,20s,High-Price,2020-05-30 17:40:51,Monday,17:40:51,2020,Spring,DayTime
512,10011,218,9,1,25,5,24700,222300,20s,Medium-Price,2020-05-15 22:36:09,Sunday,22:36:09,2020,Spring,PrimeTime
513,10110,160,31,0,31,3,39400,1221400,30s,High-Price,2020-06-07 17:42:11,Wednesday,17:42:11,2020,Summer,DayTime
514,10192,198,6,0,22,4,42600,255600,20s,High-Price,2020-04-17 22:07:02,Saturday,22:07:02,2020,Spring,PrimeTime
515,10380,254,14,1,27,3,22900,320600,20s,Medium-Price,2020-04-23 21:53:52,Sunday,21:53:52,2020,Spring,PrimeTime
516,10113,179,1,0,28,5,41300,41300,20s,High-Price,2020-05-26 22:59:15,Monday,22:59:15,2020,Spring,PrimeTime
517,10378,260,5,1,36,2,29300,146500,30s,Medium-Price,2020-04-10 23:40:49,Saturday,23:40:49,2020,Spring,PrimeTime
518,10006,152,13,0,25,9,38700,503100,20s,High-Price,2020-04-29 23:45:36,Thursday,23:45:36,2020,Spring,PrimeTime
519,10501,152,7,0,26,1,38700,270900,20s,High-Price,2020-04-27 19:14:16,Saturday,19:14:16,2020,Spring,PrimeTime
520,10297,160,17,0,22,4,39400,669800,20s,High-Price,2020-04-03 22:33:54,Tuesday,22:33:54,2020,Spring,PrimeTime
521,10983,138,36,0,20,5,40000,1440000,10s,High-Price,2020-04-22 22:52:52,Thursday,22:52:52,2020,Spring,PrimeTime
522,10437,118,9,0,42,6,41600,374400,40s,High-Price,2020-05-18 22:32:09,Tuesday,22:32:09,2020,Spring,PrimeTime
523,10940,144,1,0,29,5,40800,40800,20s,High-Price,2020-04-26 22:42:04,Wednesday,22:42:04,2020,Spring,PrimeTime
524,10450,144,10,0,29,5,40800,408000,20s,High-Price,2020-06-29 22:52:50,Wednesday,22:52:50,2020,Summer,PrimeTime
525,10903,144,4,0,35,5,40800,163200,30s,High-Price,2020-06-04 19:45:08,Tuesday,19:45:08,2020,Summer,PrimeTime
526,10797,260,13,1,24,7,29300,380900,20s,Medium-Price,2020-05-05 22:18:12,Saturday,22:18:12,2020,Spring,PrimeTime
527,10390,144,19,0,21,5,40800,775200,20s,High-Price,2020-06-16 22:31:44,Friday,22:31:44,2020,Summer,PrimeTime
528,10233,286,5,1,39,9,29500,147500,30s,Medium-Price,2020-04-13 20:27:10,Friday,20:27:10,2020,Spring,PrimeTime
529,10587,144,8,0,26,6,40800,326400,20s,High-Price,2020-06-12 21:58:16,Thursday,21:58:16,2020,Summer,PrimeTime
530,10648,252,3,1,43,6,26500,79500,40s,Medium-Price,2020-05-13 23:41:17,Friday,23:41:17,2020,Spring,PrimeTime
531,10798,144,4,0,31,2,40800,163200,30s,High-Price,2020-06-13 21:45:45,Sunday,21:45:45,2020,Summer,PrimeTime
532,10869,144,8,0,24,7,40800,326400,20s,High-Price,2020-06-19 23:28:04,Tuesday,23:28:04,2020,Summer,PrimeTime
533,10339,198,4,0,30,6,42600,170400,20s,High-Price,2020-04-02 23:51:51,Monday,23:51:51,2020,Spring,PrimeTime
534,10048,254,9,1,29,7,22900,206100,20s,Medium-Price,2020-06-29 23:58:01,Friday,23:58:01,2020,Summer,PrimeTime
535,10445,127,2,1,21,5,41000,82000,20s,High-Price,2020-04-19 23:06:52,Thursday,23:06:52,2020,Spring,PrimeTime
536,10320,190,9,0,25,5,41900,377100,20s,High-Price,2020-06-27 20:31:41,Friday,20:31:41,2020,Summer,PrimeTime
537,10636,179,6,0,31,1,41300,247800,30s,High-Price,2020-06-10 21:03:14,Saturday,21:03:14,2020,Summer,PrimeTime
538,10451,152,2,0,25,5,38700,77400,20s,High-Price,2020-06-14 23:54:25,Thursday,23:54:25,2020,Summer,PrimeTime
539,10298,154,25,0,28,6,40300,1007500,20s,High-Price,2020-04-01 21:06:55,Monday,21:06:55,2020,Spring,PrimeTime
540,10542,111,2,0,35,2,38400,76800,30s,High-Price,2020-05-15 21:02:17,Thursday,21:02:17,2020,Spring,PrimeTime
541,10097,152,15,0,29,6,38700,580500,20s,High-Price,2020-04-16 19:28:08,Thursday,19:28:08,2020,Spring,PrimeTime
542,10562,138,13,0,41,6,40000,520000,40s,High-Price,2020-06-02 23:25:58,Wednesday,23:25:58,2020,Summer,PrimeTime
543,10701,252,25,1,23,6,26500,662500,20s,Medium-Price,2020-05-09 21:02:37,Friday,21:02:37,2020,Spring,PrimeTime
544,10821,197,22,0,36,4,42400,932800,30s,High-Price,2020-05-01 23:49:33,Wednesday,23:49:33,2020,Spring,PrimeTime
545,10538,154,6,0,24,6,40300,241800,20s,High-Price,2020-05-08 20:48:23,Friday,20:48:23,2020,Spring,PrimeTime
546,10549,152,12,0,36,5,38700,464400,30s,High-Price,2020-05-04 22:54:31,Thursday,22:54:31,2020,Spring,PrimeTime
547,10660,138,9,0,23,4,40000,360000,20s,High-Price,2020-05-06 22:48:56,Tuesday,22:48:56,2020,Spring,PrimeTime
548,10865,190,5,0,56,4,41900,209500,50s,High-Price,2020-06-03 13:41:21,Saturday,13:41:21,2020,Summer,DayTime
549,10246,244,2,1,31,5,22800,45600,30s,Medium-Price,2020-05-24 21:27:53,Sunday,21:27:53,2020,Spring,PrimeTime
550,10604,144,1,0,23,7,40800,40800,20s,High-Price,2020-04-12 15:58:58,Tuesday,15:58:58,2020,Spring,DayTime
551,10155,190,18,0,27,5,41900,754200,20s,High-Price,2020-06-15 21:35:06,Thursday,21:35:06,2020,Summer,PrimeTime
552,10569,154,11,0,23,8,40300,443300,20s,High-Price,2020-06-22 23:14:11,Saturday,23:14:11,2020,Summer,PrimeTime
553,10313,160,3,0,22,10,39400,118200,20s,High-Price,2020-04-04 22:00:18,Sunday,22:00:18,2020,Spring,PrimeTime
554,10797,252,3,1,24,7,26500,79500,20s,Medium-Price,2020-04-04 14:04:11,Saturday,14:04:11,2020,Spring,DayTime
555,10942,162,6,0,38,5,40200,241200,30s,High-Price,2020-05-07 22:55:16,Saturday,22:55:16,2020,Spring,PrimeTime
556,10984,101,6,1,18,6,43100,258600,10s,High-Price,2020-05-09 22:30:07,Tuesday,22:30:07,2020,Spring,PrimeTime
557,10467,134,53,0,34,6,37100,1966300,30s,High-Price,2020-04-09 22:18:59,Thursday,22:18:59,2020,Spring,PrimeTime
558,10262,216,4,1,29,5,28200,112800,20s,Medium-Price,2020-04-02 23:05:14,Tuesday,23:05:14,2020,Spring,PrimeTime
559,10962,152,11,0,28,6,38700,425700,20s,High-Price,2020-05-09 23:04:20,Thursday,23:04:20,2020,Spring,PrimeTime
560,10598,194,4,0,24,6,38200,152800,20s,High-Price,2020-06-06 20:03:37,Monday,20:03:37,2020,Summer,PrimeTime
561,10291,101,4,0,41,7,43100,172400,40s,High-Price,2020-06-18 22:24:25,Thursday,22:24:25,2020,Summer,PrimeTime
562,10898,244,2,1,22,2,22800,45600,20s,Medium-Price,2020-05-01 21:27:31,Friday,21:27:31,2020,Spring,PrimeTime
563,10606,179,9,0,20,7,41300,371700,10s,High-Price,2020-06-19 21:56:19,Monday,21:56:19,2020,Summer,PrimeTime
564,10750,152,10,0,21,4,38700,387000,20s,High-Price,2020-06-21 10:19:32,Friday,10:19:32,2020,Summer,DayTime
565,10995,138,1,0,38,5,40000,40000,30s,High-Price,2020-05-04 20:28:36,Thursday,20:28:36,2020,Spring,PrimeTime
566,10271,144,1,0,34,5,40800,40800,30s,High-Price,2020-06-18 06:42:10,Friday,06:42:10,2020,Summer,DayBreak
567,10235,179,6,0,29,5,41300,247800,20s,High-Price,2020-04-03 20:33:16,Saturday,20:33:16,2020,Spring,PrimeTime
568,10543,152,3,0,39,3,38700,116100,30s,High-Price,2020-05-30 22:21:14,Thursday,22:21:14,2020,Spring,PrimeTime
569,10906,238,3,1,40,6,31700,95100,30s,Medium-Price,2020-06-18 20:17:10,Wednesday,20:17:10,2020,Summer,PrimeTime
570,10439,154,51,0,32,6,40300,2055300,30s,High-Price,2020-06-27 18:24:39,Wednesday,18:24:39,2020,Summer,DayTime
571,10796,138,16,0,28,5,40000,640000,20s,High-Price,2020-06-17 22:16:32,Thursday,22:16:32,2020,Summer,PrimeTime
572,10392,127,6,0,61,5,41000,246000,60s+,High-Price,2020-06-07 03:48:06,Friday,03:48:06,2020,Summer,DayBreak
573,10973,194,2,0,29,5,38200,76400,20s,High-Price,2020-05-18 23:21:43,Tuesday,23:21:43,2020,Spring,PrimeTime
574,10350,127,14,0,24,2,41000,574000,20s,High-Price,2020-05-29 23:22:12,Thursday,23:22:12,2020,Spring,PrimeTime
575,10677,208,2,1,38,7,18100,36200,30s,Medium-Price,2020-04-21 21:04:28,Wednesday,21:04:28,2020,Spring,PrimeTime
576,10167,218,1,1,20,5,24700,24700,10s,Medium-Price,2020-04-04 23:13:41,Sunday,23:13:41,2020,Spring,PrimeTime
577,10093,127,3,0,19,9,41000,123000,10s,High-Price,2020-06-11 22:28:21,Sunday,22:28:21,2020,Summer,PrimeTime
578,10626,190,1,0,32,5,41900,41900,30s,High-Price,2020-04-08 23:36:50,Sunday,23:36:50,2020,Spring,PrimeTime
579,10598,170,19,0,24,6,38000,722000,20s,High-Price,2020-05-24 23:59:51,Monday,23:59:51,2020,Spring,PrimeTime
580,10216,238,4,1,41,4,31700,126800,40s,Medium-Price,2020-06-03 04:21:49,Wednesday,04:21:49,2020,Summer,DayBreak
581,10422,252,29,1,38,5,26500,768500,30s,Medium-Price,2020-06-03 18:23:21,Monday,18:23:21,2020,Summer,DayTime
582,10917,160,4,0,35,5,39400,157600,30s,High-Price,2020-04-20 06:01:07,Monday,06:01:07,2020,Spring,DayBreak
583,10782,101,3,1,54,7,43100,129300,50s,High-Price,2020-05-09 21:58:12,Tuesday,21:58:12,2020,Spring,PrimeTime
584,10110,111,6,0,31,3,38400,230400,30s,High-Price,2020-04-03 20:29:54,Sunday,20:29:54,2020,Spring,PrimeTime
585,10681,181,1,0,14,6,43600,43600,10s,High-Price,2020-06-29 23:40:57,Saturday,23:40:57,2020,Summer,PrimeTime
586,10435,138,1,0,29,6,40000,40000,20s,High-Price,2020-06-29 23:17:08,Monday,23:17:08,2020,Summer,PrimeTime
587,10490,290,3,1,25,4,23300,69900,20s,Medium-Price,2020-04-07 21:19:42,Friday,21:19:42,2020,Spring,PrimeTime
588,10311,101,1,1,26,6,43100,43100,20s,High-Price,2020-05-27 13:15:26,Friday,13:15:26,2020,Spring,DayTime
589,10127,194,5,0,27,4,38200,191000,20s,High-Price,2020-05-11 20:34:06,Friday,20:34:06,2020,Spring,PrimeTime
590,10450,144,2,0,29,5,40800,81600,20s,High-Price,2020-04-15 20:06:18,Saturday,20:06:18,2020,Spring,PrimeTime
591,10841,138,3,0,23,6,40000,120000,20s,High-Price,2020-06-06 23:55:46,Monday,23:55:46,2020,Summer,PrimeTime
592,10059,154,3,0,26,4,40300,120900,20s,High-Price,2020-04-15 20:23:35,Wednesday,20:23:35,2020,Spring,PrimeTime
593,10104,244,1,1,22,6,22800,22800,20s,Medium-Price,2020-04-23 20:18:15,Monday,20:18:15,2020,Spring,PrimeTime
594,10877,111,18,1,38,7,38400,691200,30s,High-Price,2020-05-15 16:00:28,Friday,16:00:28,2020,Spring,DayTime
595,10074,270,1,1,41,5,30200,30200,40s,Medium-Price,2020-05-15 21:03:49,Saturday,21:03:49,2020,Spring,PrimeTime
596,10562,127,2,0,41,6,41000,82000,40s,High-Price,2020-06-20 20:03:43,Tuesday,20:03:43,2020,Summer,PrimeTime
597,10274,152,3,0,24,3,38700,116100,20s,High-Price,2020-06-11 14:59:07,Tuesday,14:59:07,2020,Summer,DayTime
598,10306,105,1,1,25,6,42200,42200,20s,High-Price,2020-06-01 06:05:14,Sunday,06:05:14,2020,Summer,DayBreak
599,10090,160,6,0,28,5,39400,236400,20s,High-Price,2020-05-15 23:39:16,Sunday,23:39:16,2020,Spring,PrimeTime
600,10472,218,25,1,27,4,24700,617500,20s,Medium-Price,2020-05-03 21:25:55,Thursday,21:25:55,2020,Spring,PrimeTime
601,10954,260,1,1,24,6,29300,29300,20s,Medium-Price,2020-06-17 20:18:21,Wednesday,20:18:21,2020,Summer,PrimeTime
602,10250,111,1,0,26,5,38400,38400,20s,High-Price,2020-06-18 08:42:57,Wednesday,08:42:57,2020,Summer,DayTime
603,10116,254,13,1,17,5,22900,297700,10s,Medium-Price,2020-04-14 20:23:50,Thursday,20:23:50,2020,Spring,PrimeTime
604,10715,124,1,0,27,6,36800,36800,20s,High-Price,2020-06-24 13:53:51,Monday,13:53:51,2020,Summer,DayTime
605,10859,160,9,0,34,7,39400,354600,30s,High-Price,2020-06-25 20:24:16,Tuesday,20:24:16,2020,Summer,PrimeTime
606,10270,138,4,0,20,3,40000,160000,10s,High-Price,2020-04-10 21:31:39,Wednesday,21:31:39,2020,Spring,PrimeTime
607,10288,152,8,0,27,7,38700,309600,20s,High-Price,2020-06-28 23:23:24,Friday,23:23:24,2020,Summer,PrimeTime
608,10125,252,12,1,21,6,26500,318000,20s,Medium-Price,2020-06-29 22:16:20,Saturday,22:16:20,2020,Summer,PrimeTime
609,10534,160,1,0,28,9,39400,39400,20s,High-Price,2020-06-15 23:29:18,Wednesday,23:29:18,2020,Summer,PrimeTime
610,10866,133,51,1,20,5,44800,2284800,10s,High-Price,2020-06-01 22:16:13,Tuesday,22:16:13,2020,Summer,PrimeTime
611,10494,100,5,0,28,5,37200,186000,20s,High-Price,2020-05-23 22:12:51,Saturday,22:12:51,2020,Spring,PrimeTime
612,10258,160,7,0,28,5,39400,275800,20s,High-Price,2020-05-19 15:43:02,Sunday,15:43:02,2020,Spring,DayTime
613,10481,111,88,1,32,2,38400,3379200,30s,High-Price,2020-05-31 17:48:50,Thursday,17:48:50,2020,Spring,DayTime
614,10172,344,14,0,12,5,12300,172200,10s,Low-Price,2020-05-07 23:35:01,Sunday,23:35:01,2020,Spring,PrimeTime
615,10696,362,16,0,17,5,10300,164800,10s,Low-Price,2020-05-26 21:59:13,Sunday,21:59:13,2020,Spring,PrimeTime
616,10839,160,11,0,28,3,39400,433400,20s,High-Price,2020-05-13 13:17:02,Wednesday,13:17:02,2020,Spring,DayTime
617,10291,144,1,0,41,7,40800,40800,40s,High-Price,2020-06-18 18:37:04,Wednesday,18:37:04,2020,Summer,DayTime
618,10991,138,1,0,22,5,40000,40000,20s,High-Price,2020-06-02 17:14:01,Sunday,17:14:01,2020,Summer,DayTime
619,10559,152,11,0,26,9,38700,425700,20s,High-Price,2020-05-12 17:43:34,Monday,17:43:34,2020,Spring,DayTime
620,10347,170,2,0,30,5,38000,76000,20s,High-Price,2020-05-19 23:46:29,Monday,23:46:29,2020,Spring,PrimeTime
621,10487,111,3,0,22,6,38400,115200,20s,High-Price,2020-04-16 23:47:49,Tuesday,23:47:49,2020,Spring,PrimeTime
622,10997,144,1,0,22,6,40800,40800,20s,High-Price,2020-05-30 13:25:42,Thursday,13:25:42,2020,Spring,DayTime
623,10658,160,10,0,36,1,39400,394000,30s,High-Price,2020-06-16 22:04:48,Friday,22:04:48,2020,Summer,PrimeTime
624,10881,252,2,1,29,6,26500,53000,20s,Medium-Price,2020-05-22 23:48:32,Tuesday,23:48:32,2020,Spring,PrimeTime
625,10269,260,6,1,33,6,29300,175800,30s,Medium-Price,2020-06-09 13:39:20,Saturday,13:39:20,2020,Summer,DayTime
626,10565,122,14,0,24,5,37400,523600,20s,High-Price,2020-06-25 22:25:41,Tuesday,22:25:41,2020,Summer,PrimeTime
627,10816,202,3,1,34,6,23500,70500,30s,Medium-Price,2020-05-11 20:35:38,Wednesday,20:35:38,2020,Spring,PrimeTime
628,10373,154,1,0,30,5,40300,40300,20s,High-Price,2020-05-12 18:10:03,Wednesday,18:10:03,2020,Spring,DayTime
629,10936,222,21,1,17,5,20300,426300,10s,Medium-Price,2020-06-26 21:07:49,Monday,21:07:49,2020,Summer,PrimeTime
630,10881,244,10,1,29,6,22800,228000,20s,Medium-Price,2020-04-01 22:31:15,Sunday,22:31:15,2020,Spring,PrimeTime
631,10945,290,4,1,20,10,23300,93200,10s,Medium-Price,2020-05-26 20:28:53,Sunday,20:28:53,2020,Spring,PrimeTime
632,10952,118,11,0,26,8,41600,457600,20s,High-Price,2020-06-12 22:42:36,Tuesday,22:42:36,2020,Summer,PrimeTime
633,10666,152,4,0,38,3,38700,154800,30s,High-Price,2020-04-24 21:27:32,Sunday,21:27:32,2020,Spring,PrimeTime
634,10833,160,3,0,27,5,39400,118200,20s,High-Price,2020-05-19 16:02:20,Tuesday,16:02:20,2020,Spring,DayTime
635,10317,298,12,1,24,8,22600,271200,20s,Medium-Price,2020-04-26 23:18:07,Sunday,23:18:07,2020,Spring,PrimeTime
636,10999,186,7,0,22,8,41200,288400,20s,High-Price,2020-04-13 09:53:45,Sunday,09:53:45,2020,Spring,DayTime
637,10159,260,4,1,28,7,29300,117200,20s,Medium-Price,2020-06-19 21:42:21,Monday,21:42:21,2020,Summer,PrimeTime
638,10234,179,10,0,27,4,41300,413000,20s,High-Price,2020-04-10 23:08:04,Monday,23:08:04,2020,Spring,PrimeTime
639,10752,252,1,1,32,3,26500,26500,30s,Medium-Price,2020-06-08 15:13:30,Friday,15:13:30,2020,Summer,DayTime
640,10101,260,36,1,32,6,29300,1054800,30s,Medium-Price,2020-06-06 04:39:00,Wednesday,04:39:00,2020,Summer,DayBreak
641,10615,154,1,0,30,3,40300,40300,20s,High-Price,2020-05-01 15:22:47,Wednesday,15:22:47,2020,Spring,DayTime
642,10861,190,6,0,28,7,41900,251400,20s,High-Price,2020-06-14 22:55:26,Wednesday,22:55:26,2020,Summer,PrimeTime
643,10491,186,10,0,26,5,41200,412000,20s,High-Price,2020-06-27 23:38:39,Tuesday,23:38:39,2020,Summer,PrimeTime
644,10728,182,2,0,29,3,41100,82200,20s,High-Price,2020-05-27 22:26:04,Friday,22:26:04,2020,Spring,PrimeTime
645,10592,228,9,1,33,8,22000,198000,30s,Medium-Price,2020-05-12 21:22:57,Tuesday,21:22:57,2020,Spring,PrimeTime
646,10423,160,13,0,31,10,39400,512200,30s,High-Price,2020-04-03 20:48:09,Saturday,20:48:09,2020,Spring,PrimeTime
647,10359,194,49,0,27,6,38200,1871800,20s,High-Price,2020-05-22 20:53:11,Tuesday,20:53:11,2020,Spring,PrimeTime
648,10983,160,2,0,20,5,39400,78800,10s,High-Price,2020-05-08 20:46:20,Tuesday,20:46:20,2020,Spring,PrimeTime
649,10817,138,4,0,26,5,40000,160000,20s,High-Price,2020-06-20 22:33:50,Saturday,22:33:50,2020,Summer,PrimeTime
650,10264,260,3,1,29,5,29300,87900,20s,Medium-Price,2020-05-29 22:05:55,Thursday,22:05:55,2020,Spring,PrimeTime
651,10550,286,5,1,25,5,29500,147500,20s,Medium-Price,2020-04-20 22:08:37,Friday,22:08:37,2020,Spring,PrimeTime
652,10243,190,59,0,30,6,41900,2472100,20s,High-Price,2020-04-28 21:54:10,Wednesday,21:54:10,2020,Spring,PrimeTime
653,10835,138,18,0,34,3,40000,720000,30s,High-Price,2020-05-12 21:44:38,Sunday,21:44:38,2020,Spring,PrimeTime
654,10078,190,4,0,23,7,41900,167600,20s,High-Price,2020-05-14 21:13:11,Wednesday,21:13:11,2020,Spring,PrimeTime
655,10277,118,13,0,30,8,41600,540800,20s,High-Price,2020-04-13 22:20:05,Tuesday,22:20:05,2020,Spring,PrimeTime
656,10815,160,8,0,26,7,39400,315200,20s,High-Price,2020-06-25 23:37:45,Friday,23:37:45,2020,Summer,PrimeTime
657,10478,195,4,1,22,4,36200,144800,20s,High-Price,2020-04-25 20:07:18,Wednesday,20:07:18,2020,Spring,PrimeTime
658,10289,152,6,0,25,6,38700,232200,20s,High-Price,2020-04-02 23:00:21,Tuesday,23:00:21,2020,Spring,PrimeTime
659,10821,190,27,0,36,4,41900,1131300,30s,High-Price,2020-06-04 19:22:34,Sunday,19:22:34,2020,Summer,PrimeTime
660,10440,152,7,0,33,1,38700,270900,30s,High-Price,2020-04-29 21:03:04,Monday,21:03:04,2020,Spring,PrimeTime
661,10404,160,8,0,29,4,39400,315200,20s,High-Price,2020-04-03 22:24:36,Friday,22:24:36,2020,Spring,PrimeTime
662,10441,128,2,0,26,10,37500,75000,20s,High-Price,2020-06-21 14:06:45,Sunday,14:06:45,2020,Summer,DayTime
663,10535,105,16,0,37,5,42200,675200,30s,High-Price,2020-04-11 23:08:44,Wednesday,23:08:44,2020,Spring,PrimeTime
664,10087,152,21,0,36,6,38700,812700,30s,High-Price,2020-06-08 21:40:15,Saturday,21:40:15,2020,Summer,PrimeTime
665,10493,238,6,1,26,5,31700,190200,20s,Medium-Price,2020-04-24 23:01:07,Sunday,23:01:07,2020,Spring,PrimeTime
666,10230,260,9,1,65,4,29300,263700,60s+,Medium-Price,2020-04-19 18:54:28,Sunday,18:54:28,2020,Spring,DayTime
667,10573,270,1,1,33,5,30200,30200,30s,Medium-Price,2020-04-15 20:27:11,Monday,20:27:11,2020,Spring,PrimeTime
668,10675,179,46,0,23,10,41300,1899800,20s,High-Price,2020-06-10 09:07:03,Thursday,09:07:03,2020,Summer,DayTime
669,10574,108,2,0,25,6,40100,80200,20s,High-Price,2020-05-17 22:40:09,Friday,22:40:09,2020,Spring,PrimeTime
670,10951,105,5,1,24,6,42200,211000,20s,High-Price,2020-06-02 20:17:19,Tuesday,20:17:19,2020,Summer,PrimeTime
671,10039,154,20,0,32,7,40300,806000,30s,High-Price,2020-06-21 21:18:49,Tuesday,21:18:49,2020,Summer,PrimeTime
672,10726,144,10,0,46,10,40800,408000,40s,High-Price,2020-06-06 21:07:05,Tuesday,21:07:05,2020,Summer,PrimeTime
673,10989,122,6,0,30,4,37400,224400,20s,High-Price,2020-04-28 21:09:50,Tuesday,21:09:50,2020,Spring,PrimeTime
674,10689,144,2,0,22,7,40800,81600,20s,High-Price,2020-05-02 23:39:43,Wednesday,23:39:43,2020,Spring,PrimeTime
675,10419,238,8,1,25,5,31700,253600,20s,Medium-Price,2020-05-26 06:15:19,Tuesday,06:15:19,2020,Spring,DayBreak
676,10958,128,3,0,39,6,37500,112500,30s,High-Price,2020-04-18 23:40:59,Saturday,23:40:59,2020,Spring,PrimeTime
677,10706,198,7,0,25,5,42600,298200,20s,High-Price,2020-05-08 21:52:36,Friday,21:52:36,2020,Spring,PrimeTime
678,10183,138,5,0,25,10,40000,200000,20s,High-Price,2020-04-28 22:56:25,Friday,22:56:25,2020,Spring,PrimeTime
679,10878,152,1,0,30,6,38700,38700,20s,High-Price,2020-05-15 13:07:07,Monday,13:07:07,2020,Spring,DayTime
680,10239,138,1,0,24,7,40000,40000,20s,High-Price,2020-04-27 23:14:09,Sunday,23:14:09,2020,Spring,PrimeTime
681,10146,244,9,1,32,4,22800,205200,30s,Medium-Price,2020-04-06 11:56:36,Saturday,11:56:36,2020,Spring,DayTime
682,10565,198,3,0,24,5,42600,127800,20s,High-Price,2020-04-10 21:28:02,Wednesday,21:28:02,2020,Spring,PrimeTime
683,10291,128,7,0,41,7,37500,262500,40s,High-Price,2020-04-07 22:41:44,Tuesday,22:41:44,2020,Spring,PrimeTime
684,10940,152,29,0,29,5,38700,1122300,20s,High-Price,2020-04-21 21:58:57,Sunday,21:58:57,2020,Spring,PrimeTime
685,10142,282,2,1,22,6,28100,56200,20s,Medium-Price,2020-06-26 22:58:06,Sunday,22:58:06,2020,Summer,PrimeTime
686,10018,190,7,0,28,6,41900,293300,20s,High-Price,2020-04-19 22:09:43,Wednesday,22:09:43,2020,Spring,PrimeTime
687,10800,208,5,1,32,5,18100,90500,30s,Medium-Price,2020-04-12 22:13:06,Saturday,22:13:06,2020,Spring,PrimeTime
688,10534,197,4,0,28,9,42400,169600,20s,High-Price,2020-05-05 21:35:12,Sunday,21:35:12,2020,Spring,PrimeTime
689,10227,127,2,0,22,4,41000,82000,20s,High-Price,2020-04-03 22:56:09,Wednesday,22:56:09,2020,Spring,PrimeTime
690,10622,194,11,0,23,5,38200,420200,20s,High-Price,2020-06-19 08:31:34,Wednesday,08:31:34,2020,Summer,DayTime
691,10642,144,6,0,22,6,40800,244800,20s,High-Price,2020-06-15 17:44:57,Tuesday,17:44:57,2020,Summer,DayTime
692,10582,118,3,0,24,5,41600,124800,20s,High-Price,2020-06-28 22:52:27,Wednesday,22:52:27,2020,Summer,PrimeTime
693,10944,160,3,0,36,5,39400,118200,30s,High-Price,2020-06-10 23:41:07,Monday,23:41:07,2020,Summer,PrimeTime
694,10243,154,1,0,30,6,40300,40300,20s,High-Price,2020-06-24 22:58:27,Sunday,22:58:27,2020,Summer,PrimeTime
695,10167,254,2,1,20,5,22900,45800,10s,Medium-Price,2020-04-14 20:36:42,Thursday,20:36:42,2020,Spring,PrimeTime
696,10832,127,4,0,27,2,41000,164000,20s,High-Price,2020-06-13 22:18:09,Sunday,22:18:09,2020,Summer,PrimeTime
697,10160,252,9,1,18,5,26500,238500,10s,Medium-Price,2020-04-30 23:16:47,Friday,23:16:47,2020,Spring,PrimeTime
698,10861,138,12,0,28,7,40000,480000,20s,High-Price,2020-04-12 19:31:27,Saturday,19:31:27,2020,Spring,PrimeTime
699,10103,144,24,0,24,9,40800,979200,20s,High-Price,2020-06-07 23:08:31,Friday,23:08:31,2020,Summer,PrimeTime
700,10763,154,1,0,20,5,40300,40300,10s,High-Price,2020-06-03 21:00:33,Saturday,21:00:33,2020,Summer,PrimeTime
701,10115,128,4,0,24,6,37500,150000,20s,High-Price,2020-05-11 21:24:21,Friday,21:24:21,2020,Spring,PrimeTime
702,10241,160,8,0,39,8,39400,315200,30s,High-Price,2020-06-20 23:40:23,Sunday,23:40:23,2020,Summer,PrimeTime
